,A_ALL_POW,A_ALL_IND,A_ALL_MOB,A_ALL_RES,A_NH3_AGR,A_ALL_SLV,A_ALL_OTH,B_ALL_POW,B_ALL_IND,B_ALL_MOB,B_ALL_RES,B_NH3_AGR,B_ALL_SLV,B_ALL_OTH,C_ALL_POW,C_ALL_IND,C_ALL_MOB,C_ALL_RES,C_NH3_AGR,C_ALL_SLV,C_ALL_OTH,D_ALL_POW,D_ALL_IND,D_ALL_MOB,D_ALL_RES,D_NH3_AGR,D_ALL_SLV,D_ALL_OTH,E_ALL_POW,E_ALL_IND,E_ALL_MOB,E_ALL_RES,E_NH3_AGR,E_ALL_SLV,E_ALL_OTH,F_ALL_POW,F_ALL_IND,F_ALL_MOB,F_ALL_RES,F_NH3_AGR,F_ALL_SLV,F_ALL_OTH,G_ALL_POW,G_ALL_IND,G_ALL_MOB,G_ALL_RES,G_NH3_AGR,G_ALL_SLV,G_ALL_OTH,H_ALL_POW,H_ALL_IND,H_ALL_MOB,H_ALL_RES,H_NH3_AGR,H_ALL_SLV,H_ALL_OTH,I_ALL_POW,I_ALL_IND,I_ALL_MOB,I_ALL_RES,I_NH3_AGR,I_ALL_SLV,I_ALL_OTH,J_ALL_POW,J_ALL_IND,J_ALL_MOB,J_ALL_RES,J_NH3_AGR,J_ALL_SLV,J_ALL_OTH,K_ALL_POW,K_ALL_IND,K_ALL_MOB,K_ALL_RES,K_NH3_AGR,K_ALL_SLV,K_ALL_OTH,L_ALL_POW,L_ALL_IND,L_ALL_MOB,L_ALL_RES,L_NH3_AGR,L_ALL_SLV,L_ALL_OTH,M_ALL_POW,M_ALL_IND,M_ALL_MOB,M_ALL_RES,M_NH3_AGR,M_ALL_SLV,M_ALL_OTH,N_ALL_POW,N_ALL_IND,N_ALL_MOB,N_ALL_RES,N_NH3_AGR,N_ALL_SLV,N_ALL_OTH,O_ALL_POW,O_ALL_IND,O_ALL_MOB,O_ALL_RES,O_NH3_AGR,O_ALL_SLV,O_ALL_OTH,P_ALL_POW,P_ALL_IND,P_ALL_MOB,P_ALL_RES,P_NH3_AGR,P_ALL_SLV,P_ALL_OTH,Q_ALL_POW,Q_ALL_IND,Q_ALL_MOB,Q_ALL_RES,Q_NH3_AGR,Q_ALL_SLV,Q_ALL_OTH
49,1.305493,0.987096,1.127459,1.212934,1.163199,0.966701,1.022768,1.052238,1.044332,1.164708,0.72891,0.7586215,1.395694,0.8520294,0.942717,1.36111,0.7435283,1.130737,1.3175,1.273463,1.065639,0.7840443,0.6477993,0.9874192,1.115253,0.5299145,0.5134865,0.7045533,1.156608,1.332308,1.022959,0.8017641,0.69346,0.7410566,0.9869046,1.093214,0.5988895,0.5351474,1.298737,1.202407,0.5678515,0.6644998,0.8069328,1.169742,1.33687,0.9623915,0.7298348,0.9866666,0.8132445,1.300166,1.206096,0.7194411,1.140917,1.04763,0.9373008,1.273917,0.6405382,1.10254,0.6944216,0.7707841,0.9782145,1.047593,0.6331297,1.290636,0.8516819,0.5771459,0.7151615,1.317137,1.068868,1.327371,1.437221,0.5699268,0.7570001,1.143827,1.179018,0.8588539,0.7021115,0.9405571,1.413049,0.9457933,0.9948163,0.6761271,1.061931,0.6564423,1.271845,1.257639,1.089978,0.9083296,1.453756,0.5879879,1.026049,1.371349,1.005398,0.5639098,0.7432651,0.9535629,1.136155,1.21124,0.8055602,0.7847239,0.9722301,0.8043321,1.130991,0.9612963,0.6629449,1.097716,1.439797,0.6216935,1.160688,1.490947,0.7942162,0.9005324,0.5644908,1.058956,0.8498388,0.8270874,1.421601,1.262271,1.399305
50,1.269298,1.444332,1.400881,1.25588,0.6513218,1.153371,1.165483,1.241547,1.2534,0.9504549,1.353252,1.34346,1.472497,0.9283254,1.265719,0.7166133,0.9494362,0.6956926,0.597615,1.236629,0.9172549,1.493284,1.177217,1.444377,0.8562717,0.8897419,0.8160086,0.5339419,0.7031142,0.8846051,1.119462,1.209888,1.267449,0.6698965,0.8387466,1.015398,0.9159508,1.426914,1.420673,1.195595,1.219733,1.298872,0.6307932,1.405658,1.093248,0.8507559,0.6762427,0.7111654,0.9603928,0.6370928,1.094452,0.5759086,1.078958,0.6071613,0.5179119,0.943884,1.092115,0.7049516,1.022159,0.8100006,1.196513,1.206541,1.125933,0.6675464,1.468247,0.9268474,0.9260109,1.0526,1.10577,0.8081651,0.8285194,1.495025,0.9750194,1.132302,0.5293966,0.8701833,0.5124909,0.8402889,1.407061,0.8680158,1.238567,0.745693,1.457293,1.222143,0.9776536,1.268553,0.6849465,1.347788,1.15244,0.8286717,1.448283,0.9528785,1.363003,0.721661,1.30056,0.7381918,1.269961,0.7369981,0.9371647,0.880017,1.087245,1.173642,1.217896,0.9772278,0.6184136,1.177556,1.131805,0.9716562,1.382501,1.48426,1.493893,1.108056,1.381011,0.7690927,1.314994,1.02582,1.120492,1.172045,1.241142
51,1.274453,0.6255491,0.5022904,1.304443,0.7973819,0.522784,0.6445224,1.417674,1.383363,1.241205,0.741468,1.009525,1.484394,1.389544,1.15938,1.052425,0.7648338,1.096321,1.124825,1.465727,0.9676638,0.8507902,0.5825235,0.9009066,0.9222786,1.077727,0.5093671,0.6314098,0.6113126,1.362241,0.6677,1.488917,0.5333565,1.262225,1.243064,0.8965223,1.071352,1.078298,1.354846,0.647279,0.6216329,0.9225306,1.200733,1.49906,1.086681,0.7354867,1.386162,1.228967,1.364463,1.202827,0.7230227,1.376823,0.8937189,0.5754147,1.182276,0.8349417,0.5554048,0.844783,1.104819,0.9264378,1.013417,0.7131126,1.013166,0.6336228,1.386005,1.371329,0.9796364,1.418339,0.7339803,0.6967484,0.5435728,0.6369995,1.378976,1.287786,0.5349158,1.13398,1.225057,0.6988646,1.426726,1.40824,1.341566,1.1929,1.055588,0.7531951,1.139218,0.5810296,0.9701976,0.978119,0.5424484,1.058122,1.175823,1.057468,0.9609783,1.110191,1.433862,1.229292,0.788465,1.366426,0.5389817,0.687875,1.138764,0.9889918,0.8574871,0.5392493,1.426948,0.6979852,0.970195,0.8411723,1.452092,1.199643,0.5863327,0.983617,1.287158,0.8500147,1.015589,0.9674866,1.232525,1.265891,0.869405
52,1.134666,0.7477982,0.5672213,1.125858,1.245925,1.461105,1.035646,0.7937843,1.268684,0.7940308,1.452245,1.144782,1.157909,1.191425,1.438114,1.286517,0.8854126,0.8390141,1.078644,0.7281947,0.9608346,0.5665252,0.7517058,0.8553054,1.367063,0.6885875,1.28281,0.5298331,0.7436038,1.263345,1.321767,1.40394,0.7463072,1.27058,0.7092667,0.5045693,0.6842706,0.703321,1.270648,0.9808397,1.285002,1.423076,0.972488,0.9580614,1.496918,1.070004,0.641827,0.5154701,1.210827,1.038015,1.322605,1.231011,0.6127004,0.959119,0.915642,1.337083,0.9908449,1.181045,1.304069,1.057338,1.153295,1.265984,0.524182,0.7357538,1.347264,1.085805,1.240954,1.462329,0.792084,1.373045,0.6558034,1.041284,1.280866,0.9854041,1.080958,0.584424,0.8065373,0.6352883,0.8348703,1.164286,0.9580838,0.5970027,1.261711,1.244087,0.5407402,1.311909,0.6566379,0.5716646,0.6764392,1.018106,0.8149191,0.7336958,0.6294896,1.075811,1.125049,0.563001,1.289729,0.9069092,0.9857974,0.8365923,0.7450982,1.204498,1.393723,1.335872,0.6447115,1.087163,0.725145,0.7772963,0.5230175,0.5358978,0.8180458,0.7669799,0.966508,1.339784,0.8476315,1.381292,0.6338136,1.180095,0.9941453
53,0.5893212,1.03179,1.09839,0.8699003,0.6218208,0.8005798,1.101224,1.117555,1.235355,0.6741747,1.2118,1.426889,0.5994909,1.138057,0.9526524,1.329762,0.9657794,0.7114291,1.455116,0.7469194,1.303111,0.5139434,0.7172458,1.141723,0.9291378,0.7331678,1.468391,1.275276,1.477734,1.043757,0.5563157,1.272134,0.587764,0.8167898,1.135883,0.5074624,0.8110002,1.286323,0.5659606,1.498763,0.7300965,0.7950898,1.129441,0.8238428,0.8865978,0.5039784,0.6310657,0.6984466,0.6045476,0.701344,0.5200227,0.553915,1.166002,0.88018,1.015896,0.701829,0.8661085,1.154152,1.015762,0.738653,0.8755588,1.188449,0.6664518,1.154099,0.63443,0.7703223,1.003638,1.397849,0.8542888,0.6004762,1.248654,1.130066,0.6204685,1.200613,0.9418229,1.433021,0.5845026,0.5375955,1.032968,0.668747,0.9199719,1.360654,1.253152,0.8035683,0.5657442,0.5167874,1.241415,0.7348692,0.5758934,1.234054,1.014117,0.6957079,0.5330606,1.414808,0.7211608,0.7916478,1.167768,0.7753419,1.113137,0.5787754,0.7418174,1.439526,1.153404,1.413694,0.782161,1.111056,1.184876,0.6408319,0.938357,1.407875,0.6711196,0.9833382,1.204966,0.9777817,1.059204,1.129448,0.7302204,1.092903,0.7008546
54,0.8561466,0.6144704,0.5443078,0.6803842,1.448859,1.200719,0.5213958,0.8371272,1.304452,1.150175,1.224824,0.5216606,0.5244586,0.9217418,1.483663,0.9037376,0.9572506,0.6541568,0.9272578,0.579688,1.46744,0.9363091,1.246512,1.36374,1.434752,1.087841,0.624524,0.9154738,1.265757,1.254213,0.9114274,0.6123656,1.111987,1.426883,0.8389129,0.752347,0.8790568,1.398019,0.6927126,1.445449,1.239661,1.466715,0.9881536,1.015897,0.9886658,0.799459,1.422947,0.666991,1.494118,1.320313,1.25175,1.113564,0.778145,1.254843,0.7505048,1.382337,0.9554582,0.621487,0.9025994,0.6805794,0.7797365,0.5591742,1.02616,1.10631,1.251248,0.8153874,1.147173,1.215329,1.121395,1.197312,0.8371808,1.484231,0.6200398,0.874157,0.7525275,1.45781,0.5680935,0.7958301,1.414778,1.215826,1.282833,1.470033,0.6611605,0.8079437,1.494516,1.251401,1.084221,0.8783206,0.6513784,1.216476,1.421889,1.362027,0.59542,0.9871333,0.6657122,0.8132082,1.17367,0.9254146,0.9735678,1.014735,1.114786,1.263725,0.6227951,0.9878022,0.7581325,1.499557,0.5771195,1.208836,0.6811391,0.8426951,1.409182,0.6721282,1.313393,1.034073,1.160247,1.118485,1.017457,1.10696,0.793223
55,1.193667,0.877246,1.165868,1.11795,0.5634153,0.7219134,1.076311,0.8243108,1.003597,1.428984,1.056658,1.160241,1.333895,0.7981617,1.163213,1.0019,1.050957,1.473358,0.6669222,0.5565502,0.5810786,1.337885,0.5471815,1.271183,0.7572937,0.7411878,1.105222,0.8578815,0.6643866,1.097227,0.8210002,1.167111,0.7696915,0.8144894,1.296068,1.195933,0.8198084,1.003842,0.9158747,1.123719,0.6491546,0.7278087,1.317739,1.375559,0.9991965,0.981343,0.6882326,0.8402316,1.07086,0.5543523,0.6519654,0.9294107,1.219649,1.174173,1.407639,0.8182821,0.9953714,0.9234466,0.9650079,1.497167,0.7450394,0.5176646,1.304933,1.431369,0.6728969,1.402047,1.303049,0.8375556,1.027094,1.304377,0.786086,1.409615,0.9074836,0.6760922,1.232396,1.417936,0.6192107,0.6700264,1.441522,0.8458528,0.536528,1.471333,1.133974,1.460034,0.6919815,0.561989,1.337702,1.03905,1.100911,1.490286,1.263464,1.358862,0.7546824,1.306208,1.040741,1.09399,0.8940106,1.448869,1.335462,1.175549,0.8413335,1.297092,0.7506376,1.416483,0.5499335,0.6204129,1.111615,0.9060566,1.191777,1.052204,1.460636,0.8664994,0.8639598,0.6783067,0.9231387,0.620897,1.282251,0.9873899,1.42667
56,1.141378,0.9575309,1.376976,1.461808,1.140913,0.5047011,1.217433,1.313776,0.5928653,1.438406,0.9250511,1.208777,0.8407682,1.196438,1.374961,0.6236401,0.9360048,1.029787,1.416768,0.713873,0.8878744,1.044145,1.416241,1.261208,0.7171496,0.5485947,1.182402,1.188876,0.8955693,0.9327826,1.211739,0.5429946,1.3472,1.04335,1.077103,0.7008605,1.388455,0.6437875,1.249781,0.5160421,1.16755,0.7086796,0.758644,1.495386,0.8646526,0.7768594,0.7608767,0.5675217,0.5033452,1.043833,1.122392,0.8463705,0.6581219,1.479883,1.173034,0.9949195,1.22879,0.9085624,1.119659,0.6298181,1.214262,0.9632713,0.6057063,1.10213,1.189167,0.5445566,0.5365769,0.7224178,0.6193351,0.7332322,0.9601854,0.9096754,1.107469,1.060653,1.456307,0.7650354,0.9730013,1.11287,0.7465552,0.7447618,1.02424,1.10238,0.9480304,1.283571,1.43539,1.384274,1.390216,0.929817,0.5703166,0.8103026,1.272071,1.452144,1.344171,0.7915521,1.194321,1.374424,0.7546326,1.344014,0.6267048,0.7556508,0.8847845,0.6634588,0.6356866,0.707709,1.285562,0.7333856,1.047457,1.469896,1.248576,1.082998,1.268799,0.7159201,0.811654,0.7293686,1.058988,0.9924421,0.8430265,1.389848,0.9792395
57,0.8221838,1.38176,1.164601,1.209033,0.8520302,0.5099562,1.445527,0.9259546,0.8920061,0.7706231,1.047903,1.241487,1.461165,0.5639592,0.6500076,1.210781,0.9121906,1.443786,1.196763,0.8976738,0.574317,1.052477,1.131241,0.9375035,0.9040035,1.068651,0.846059,0.6023021,1.207198,1.103778,1.156397,1.244997,1.014774,0.6863229,1.04,1.058523,1.211358,0.9641542,0.8022141,1.391857,1.068326,0.9590029,1.42789,0.5041933,1.403548,1.167149,0.9797554,0.9648966,1.430994,0.7857068,0.9899249,1.036425,1.115378,0.9025314,1.230575,1.207207,1.488019,1.402283,0.5830892,0.9458793,0.6138972,1.450703,0.6795202,0.5132284,0.6078774,1.227906,1.051713,0.7702772,0.6192758,0.841485,0.8619238,1.027467,1.054072,0.7399007,0.9004619,0.663227,0.9245867,1.127047,0.677223,1.066227,0.5763954,1.405848,0.77462,0.984357,1.240529,1.294657,0.704619,1.020709,0.6162368,0.5782048,0.5580032,1.209075,1.231,0.6563348,1.46546,1.446509,0.7656121,0.7588589,1.429114,1.086705,1.238099,1.402903,1.335725,1.025376,1.373783,1.199958,0.9076681,1.065548,0.5686039,0.5912477,0.5492935,1.248472,0.7854501,1.090837,1.106984,1.470549,1.365262,0.9715338,0.917605
58,1.148287,0.5685043,1.075929,1.450836,0.7209818,1.427849,1.093414,1.081047,0.6415538,1.047139,1.233693,1.009925,0.94834,1.170033,1.201093,0.694429,0.8675083,1.411097,1.473074,0.71732,1.111989,0.9255918,0.8874201,1.113475,0.556646,1.347031,0.7761378,1.255788,1.078462,1.032411,1.381248,0.9565784,0.5669622,0.6978782,1.208903,0.6079691,1.179787,1.098822,1.114814,1.283434,1.073339,1.072431,1.348994,0.6396512,0.7280594,1.110195,1.350132,0.6550266,0.639744,0.8959914,0.9526233,0.7426964,1.32346,1.367879,1.356341,0.5191448,0.7038995,0.5346402,0.9441902,0.6114506,0.8063338,0.9251258,0.9483865,0.9632022,1.185205,0.7681237,0.6679629,1.437962,1.088366,1.343999,1.068705,0.9828626,0.568171,0.6646399,0.8669108,1.389558,0.6281055,0.5999535,1.433046,1.472889,0.5968991,0.9664886,1.241044,0.888236,1.300728,0.6010512,1.430225,1.224083,1.329038,0.6397584,0.953195,1.245147,1.194064,1.155444,1.104793,0.5880293,0.7041861,0.5107922,0.9544461,1.309936,1.392233,1.13486,1.206397,0.8207455,0.5397863,1.168502,0.5995254,0.8088198,1.442854,0.7479896,0.8660394,0.991446,1.399224,0.6693691,1.327051,0.881343,0.6840817,0.584905,0.8859847
59,1.435005,1.353102,1.029643,0.8963716,0.6658035,1.142144,0.8116045,0.9465915,1.054605,0.7163816,1.198934,1.2566,1.308007,1.324667,1.282028,0.6097289,0.772592,1.007799,1.294189,0.6625435,1.439026,1.019981,1.143729,1.062255,0.873719,0.5867489,1.220923,0.6871946,0.9783922,0.6872551,0.7455875,0.7165173,0.873318,1.370292,0.8749307,1.485852,1.367716,1.322525,0.5265192,0.8162285,1.042203,0.561798,1.188972,1.422499,0.5762688,1.34685,0.7556314,0.8401151,1.163713,0.6935949,1.042253,0.501283,0.7189538,0.9359412,0.582628,1.16288,0.8126514,1.013545,0.5016562,0.5165546,0.8901346,1.014104,1.396835,1.317161,0.8372682,1.223996,1.396079,1.212715,0.8542804,0.9213978,1.218983,1.337567,0.9278566,1.384845,1.44534,1.139728,0.5185089,1.24623,0.7109863,1.364279,0.7637294,1.253581,1.398244,0.6235697,1.332502,1.006804,1.110064,1.12458,0.7376642,0.9517246,1.198201,1.391672,1.295137,0.6883874,1.051094,0.9377958,0.6149629,0.8103029,0.5977305,0.8147725,0.7258611,0.5137241,0.5483347,0.8825042,0.7733398,0.7421862,1.460926,1.021609,1.428101,0.5054002,0.8245029,1.166421,0.9215014,0.5333732,1.274909,0.5929553,0.8156226,0.9021609,1.466201
60,0.5510879,0.8464986,0.775051,0.7269055,1.184865,1.049906,1.125195,1.439469,1.296251,0.6297415,0.799765,1.307023,0.8109995,0.6587139,1.450918,0.557587,1.411485,1.204573,1.413691,1.165316,1.09905,1.350954,1.446479,1.244764,1.269037,1.49428,0.7333946,0.5440422,1.175143,0.7585894,1.487476,0.8166974,1.178213,1.192267,0.6812694,1.429363,0.6331722,0.8368691,0.7723062,0.6859342,0.9919916,1.421457,1.050358,1.273359,1.305635,1.445758,0.5054219,0.7144687,0.9949551,0.9806573,0.8689702,0.9485498,1.273036,0.8720995,0.8345855,0.9879783,0.7375197,0.6677872,1.242288,0.689823,1.420025,0.916123,1.314326,1.29274,1.154765,0.6545439,0.8141038,0.7062326,1.357874,1.434056,0.9119147,1.102501,0.9458448,0.6892958,1.010824,1.167735,1.288096,0.8356196,0.7141286,1.380873,0.5465308,1.376116,0.691463,0.6947294,1.131469,1.284883,0.8185218,0.7632462,1.170181,1.462861,0.6320399,0.9653851,0.8848956,1.457483,1.114006,1.070796,0.9446309,0.874746,1.143543,0.6558585,1.196854,1.47316,1.494094,1.4484,1.143743,1.381854,1.278783,0.5712398,0.8166427,0.9101645,0.9129238,1.1769,0.6662866,0.7989151,1.259281,1.148716,0.8996514,1.00734,1.086444
61,0.9269055,0.7030638,1.299444,0.795013,0.6047128,1.418417,1.205035,1.036973,0.6823726,1.415028,0.9125602,1.21335,1.194092,0.9072506,1.059018,1.379073,0.5873313,1.347195,1.246454,1.382314,0.7871912,1.234922,1.193523,1.022517,0.8219368,0.8394082,0.9992265,1.183166,1.431518,1.284338,1.296145,1.374791,0.5681187,0.6402547,1.320662,1.464433,0.7673541,1.461581,1.36287,0.672213,1.067792,1.328999,1.180659,1.014115,0.8553743,0.7365319,1.130913,0.7995978,0.7523968,0.7112966,1.372754,0.7515068,0.9872359,1.49163,1.455696,0.8794834,0.5929252,1.273502,0.8225274,1.26477,1.108524,0.5389844,0.6807657,0.6730347,0.5813833,0.5049996,1.087548,1.101771,1.420898,0.984249,1.314031,1.23825,0.6343247,1.31603,0.9554949,1.271262,0.7126378,1.232489,0.5546426,0.975553,1.423501,1.462129,0.8318605,1.395221,1.311584,1.032138,1.255693,1.409172,1.384559,0.6544667,0.7873304,1.424603,1.017048,0.5664166,0.9874098,0.5553973,0.6982336,1.205297,1.157731,1.412875,1.061181,1.433103,0.7120068,1.088641,0.5097658,1.459504,1.022049,0.7058622,0.7111348,1.274552,0.5597611,0.6989715,0.6092215,1.255587,0.7472017,0.5601745,1.378599,1.131474,1.194517
62,0.8118062,1.340876,1.354712,0.8422195,1.315397,1.214427,0.6991544,1.375541,0.6161205,0.8664554,0.7454106,1.455223,0.8458493,1.029268,1.0765,1.190264,0.8117316,0.8311001,1.070134,0.8356012,0.560089,0.9152413,0.7281675,1.215286,0.8077506,0.5883589,0.6659926,0.811461,0.6998861,1.359153,0.7013513,1.080101,0.5232804,1.308486,0.7135685,0.808093,1.228392,1.085813,0.5592719,0.9453383,1.200802,0.7346117,1.249446,0.8159335,0.691641,0.8157056,1.099214,0.9656418,1.345846,1.03073,0.5017452,1.434999,0.9875886,1.109371,0.7266564,1.08418,1.442838,0.6197045,1.18706,0.8895384,1.098716,1.009741,1.351058,0.7357354,1.461693,0.7827212,1.038341,1.178771,1.016858,1.330907,1.251709,0.5594495,1.209328,0.8583172,1.263777,1.453947,0.7531802,0.8749469,0.6438992,0.654545,0.5391448,0.9110872,0.8458378,1.256478,0.6004902,0.778852,1.16796,0.6700102,0.9318296,0.8988605,1.458173,1.133687,1.480474,0.6197335,0.7966222,1.253561,1.327681,1.048061,0.7258201,0.5589198,1.002364,0.8083676,0.698784,0.6462677,1.056663,1.017296,0.7506711,0.6099712,0.8819042,0.963075,1.468018,0.6553914,0.538838,0.5281538,0.7253936,1.037629,0.9889033,1.274848,0.925895
63,1.183436,0.955969,1.296942,1.439444,1.404086,0.5348863,1.032439,0.7215704,1.405995,0.9227166,1.4359,0.880119,0.5489139,1.448908,0.9358723,1.268702,1.359662,0.6120702,0.6873147,0.7449734,1.1632,0.8901295,0.5336954,0.8222682,0.9558423,1.322378,0.819849,1.064821,1.16934,1.370272,1.339658,0.8148358,1.222166,0.6005891,0.8512993,0.9090334,0.5485007,1.165114,1.079682,0.6592771,0.5348572,1.036077,1.049672,1.197877,0.9314007,0.8383804,0.6043424,0.6668912,0.5822804,0.6671255,0.7904664,0.6393331,0.5027284,0.7552006,0.61716,1.432596,1.078647,1.415687,0.6504212,1.481707,1.102537,1.260351,0.5702546,0.9306558,0.5448456,1.170567,0.758343,0.9099921,0.661624,0.9931471,1.102197,1.194548,1.332388,1.421355,0.9173394,0.9792013,0.838668,1.137253,0.8016578,1.260009,0.5317148,1.327958,0.694344,1.187649,0.9262424,1.062824,0.5989231,0.5169656,1.182649,0.566458,1.490119,0.9828134,0.7686316,0.8149576,0.6372132,1.349506,1.264549,1.306974,1.177318,1.008323,1.017674,1.11836,1.210767,0.897096,1.46149,0.8334181,1.462982,0.7719959,0.6693632,0.8091707,0.9438375,1.404875,1.461608,1.077912,0.8636716,1.199579,1.276363,1.245201,0.8243382
64,0.8802669,1.153909,0.9360951,0.774339,0.6531694,1.212388,1.492355,1.312251,1.384104,0.5488314,0.8762824,1.379179,0.7367212,1.359971,0.8795815,0.9736856,0.8401676,0.934748,0.8761588,0.9404926,1.47609,0.9058038,0.9476024,1.486341,1.389971,0.8852439,0.5462055,1.311781,1.371803,0.5696603,1.445999,0.6021347,0.950597,0.6175325,0.5013416,0.6894401,1.245755,1.046905,1.206568,1.388739,1.316063,1.272531,0.7256982,1.383032,0.9737733,1.464659,0.9306538,1.351637,1.292985,1.079265,0.7920036,1.031259,1.280507,1.142941,0.9768549,1.219106,0.668385,0.5122538,0.559368,0.5802842,0.8286826,1.493075,0.887611,1.239137,0.6153328,1.018067,0.8256795,1.356074,0.6836294,0.8526414,0.9279304,0.6377964,0.5265398,1.475955,1.419046,0.5208486,0.8176057,0.5212886,1.275068,1.294902,0.9045901,1.448358,1.30095,1.181817,1.226795,1.364739,0.6767686,1.035133,1.292729,1.414379,1.01037,1.308501,0.5625368,1.463784,0.8280658,0.7445251,1.42242,1.253637,0.917699,0.9050258,0.775465,0.8385163,1.193008,1.495689,1.041966,1.395556,1.415579,0.9918902,1.256716,0.5685063,1.384105,0.582743,0.7053191,1.009056,0.9455058,1.396614,1.054625,0.8682942,0.9248427
65,1.058583,0.7155462,0.7119086,0.9942509,1.001769,1.069429,1.372272,1.126896,0.7691378,1.037366,1.237155,0.6851976,1.071872,1.244361,1.336627,1.431211,0.7140608,0.6168154,1.069761,1.235464,0.6866602,1.245201,0.5314696,1.424223,0.9412733,0.6797408,0.6588156,0.7784812,0.7880897,1.236305,0.8058632,1.38024,1.324218,0.5796055,0.9464423,0.7392625,1.139108,0.7425368,0.85297,1.103847,0.5982842,1.218121,0.7852525,1.428262,0.5950778,1.484105,1.226349,1.405324,1.422722,0.8629771,1.332553,1.224364,1.198533,1.31973,0.8714381,0.9263187,1.200916,1.212686,1.043079,1.039345,0.8606134,0.9937911,1.200427,0.8843619,0.9401948,0.5504819,0.768903,0.6797662,1.379953,1.350401,1.379195,0.7028041,0.9747218,1.048544,0.7634155,1.222977,0.6246259,1.470051,1.004145,0.5196685,1.135298,1.290991,0.730759,0.9060822,0.8912519,1.056499,1.468093,1.032608,0.7281722,0.9704891,0.5686998,1.013921,1.423552,0.5622576,1.269513,1.191993,1.462376,1.31492,1.138067,1.058315,1.093985,0.8258201,1.320615,0.5190029,0.9576542,1.354749,0.9332068,1.458898,0.9731506,0.9979848,1.319294,1.294256,1.369316,1.330021,1.066547,1.175254,0.5505321,1.277723,1.313334
66,0.7137098,1.20527,0.5265939,0.8416139,1.044201,0.7005446,1.178277,0.9163998,1.311689,1.103461,1.385601,1.199748,0.9479346,1.328196,1.325223,0.9581214,0.6781194,0.6259475,0.6083152,0.9240027,0.7357922,0.6526766,0.9137526,1.337216,1.159903,1.421518,1.30538,1.217275,0.5582102,0.8927454,0.8789609,0.8520386,0.8858392,0.9037745,1.449565,0.6262854,1.338083,1.115908,0.5748624,0.6196096,1.449229,0.816807,1.075366,1.457189,0.5303543,0.8411235,1.490198,1.055171,1.029798,1.184118,1.359826,0.951556,1.239522,0.655078,1.422904,0.617015,0.9292429,1.476877,1.258268,0.547683,0.9451643,1.168303,1.48319,0.8327306,1.137,0.7085629,1.486367,0.5244127,1.203804,0.6444533,0.5105628,1.456791,1.114797,0.8637056,0.8475306,0.6244908,1.201731,1.400273,1.218517,1.491608,1.120373,0.6002087,1.377209,0.5387639,0.9946529,1.361866,0.8250164,1.293261,1.156468,1.09505,1.249021,0.6112054,0.9826403,0.8429375,0.5244261,0.8177014,1.446117,1.293546,1.132689,1.059291,1.073221,0.6500857,0.9083343,1.197346,0.7883874,1.229292,1.122311,1.393398,0.7825474,1.153919,1.471597,0.6201515,0.7198714,1.24166,0.6288632,0.6074556,0.5190622,0.5979946,0.5118426
67,1.014272,0.9931057,1.446145,0.9462541,1.095931,1.369327,0.8545707,0.9469939,0.8426307,1.354056,0.7728679,0.6345662,0.867584,1.103475,0.8558874,1.168734,1.273842,0.9173628,0.8613969,1.016596,1.475089,1.073303,1.337017,1.315049,0.9484531,0.5555436,1.01619,1.12848,0.5941225,1.24199,1.398639,1.162712,1.294204,0.6200557,0.9320234,0.9926149,1.033477,1.242613,0.9830611,0.767054,0.6622211,1.249398,0.5282885,1.115218,1.006051,1.304845,0.8552659,1.497444,0.6732725,0.9476291,1.021114,0.7172791,0.9470085,0.6952465,1.237545,0.655197,1.417842,1.495538,1.210301,0.502887,0.880143,1.35109,1.399791,1.322271,1.09369,1.422656,1.366177,1.362999,1.128461,1.113273,1.389793,0.5687284,0.6909477,0.7667202,0.579375,1.389906,1.125143,0.6454955,0.5714987,0.56375,0.9421502,0.804968,0.8882104,1.491445,1.158375,0.7094398,1.203203,1.461457,1.207511,1.078898,0.897723,0.9353456,0.9433006,0.9735282,1.444021,0.9861307,1.391106,1.276786,0.7090283,0.6136103,1.224558,1.384276,1.086964,1.343626,1.157836,1.139886,0.5107517,0.9850707,1.478371,0.9404518,0.7842034,0.8868965,0.6970967,0.5567365,0.6650305,1.461397,1.258382,1.08186,0.5638952
